	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27
hsa-miR-1292-5p	10.8288031673299	32.3929018429863	8.51205297877115	15.653451269282	13.2257574838128	17.6390681617678	11.1363140881407	30.7212330100989	49.8031743019716	24.2239837764979	36.5645439310963	9.41665558083504	23.1333922518106	6.06554217008652	15.1312858552271	15.4227899413551	8.46851082496311	10.3985259681966	18.4929529032431	25.7487249508846	20.8527167005801	20.7515900683442	23.4078589981657	16	15.6077014968502	23.2420331016836	22.3751208575372
hsa-miR-3607-5p	16.2432047509948	61.1865923700853	39.722913900932	3.91336281732051	13.2257574838128	23.5187575490237	9.89894585612511	35.841438511782	27.668430167762	16.1493225176652	57.4585690345799	23.5416389520876	25.4467314769916	16.1747791202307	28.1009594454218	27.7610218944392	22.582695533235	15.5977889522949	20.8045720161485	11.7039658867657	27.2689372238356	22.3478662274476	23.4078589981657	6	10.4051343312335	9.29681324067343	22.3751208575372
hsa-miR-2276	27.0720079183246	7.19842263177474	22.6988079433897	10.4356341795214	3.77878785251793	13.7192752369305	4.94947292806255	10.2404110033663	16.6010581006572	8.07466125883262	20.8940251034836	7.06249168562628	9.25335690072423	16.1747791202307	12.9696735901947	9.25367396481307	5.64567388330874	7.79889447614743	6.93485733871616	16.385552241472	14.4364961773247	20.7515900683442	20.2868111317436	23	15.6077014968502	16.2694231711785	16.7813406431529
hsa-miR-636	13.5360039591623	14.3968452635495	14.1867549646186	9.13117990708118	3.77878785251793	7.83958584967456	11.1363140881407	30.7212330100989	11.0673720671048	28.2613144059142	5.2235062758709	9.41665558083504	16.1933745762674	18.1966265102595	6.48483679509733	21.5919059178972	25.4055324748893	5.19926298409829	11.5580955645269	35.1118976602972	25.6648820930217	27.1366947047578	31.2104786642209	24	24.2786467728781	19.755728136431	30.7657911791137
hsa-miR-155-3p	0	0	0	105.660796067654	43.4560603039562	117.593787745118	148.484187841877	0	5.5336860335524	12.1119918882489	0	2.35416389520876	0	2.02184739002884	2.16161226503244	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1291	29.7792087101571	32.3929018429863	39.722913900932	7.82672563464101	22.6727271151076	31.3583433986983	7.42420939209383	51.2020550168315	27.668430167762	76.7092819589099	36.5645439310963	40.0207862185489	32.3867491525348	34.3714056304903	30.2625717104542	30.8455798827102	16.9370216499262	15.5977889522949	16.1813337903377	21.0671385961783	9.62433078488315	12.7702092728272	21.8473350649546	6	5.20256716561673	2.32420331016836	5.5937802143843
hsa-miR-365b-5p	2.70720079183246	0	2.83735099292372	49.5692623527264	58.571211714028	50.9573080228847	34.6463104964379	5.12020550168315	5.5336860335524	40.3733062941631	15.6705188276127	0	2.31333922518106	2.02184739002884	2.16161226503244	37.0146958592523	25.4055324748893	7.79889447614743	9.24647645162155	0	0	0	1.56052393321105	0	0	0	0
hsa-miR-519b-3p	0	3.59921131588737	0	0	0	0	0	332.813357609405	392.89170838222	282.613144059142	360.421933035092	0	0	2.02184739002884	0	3.08455798827102	5.64567388330874	2.59963149204914	2.31161911290539	0	0	0	0	0	0	0	0
hsa-miR-19b-1-5p	10.8288031673299	28.793690527099	34.0482119150846	20.8712683590427	15.1151514100717	7.83958584967456	16.0857870162033	92.1636990302967	94.0726625703908	96.8959351059914	104.470125517418	14.1249833712526	11.5666961259053	22.2403212903172	4.32322453006489	3.08455798827102	19.7598585915806	12.9981574602457	13.8697146774323	11.7039658867657	16.0405513081386	15.962761591034	14.0447153988994	18	0	16.2694231711785	13.9844505359608
hsa-miR-103a-2-5p	0	10.7976339476621	17.0241059575423	24.7846311763632	15.1151514100717	19.5989646241864	29.6968375683753	35.841438511782	83.005290503286	68.6346207000773	41.7880502069672	7.06249168562628	11.5666961259053	20.2184739002884	4.32322453006489	6.16911597654205	5.64567388330874	2.59963149204914	13.8697146774323	14.0447590641189	16.0405513081386	23.944142386551	18.7262871985325	10	6.93675622082231	8.13471158558925	11.1875604287686
hsa-miR-1284	24.3648071264922	21.5952678953242	25.5361589363134	2.60890854488034	1.88939392625897	0	8.66157762410947	10.2404110033663	16.6010581006572	12.1119918882489	10.4470125517418	35.3124584281314	20.8200530266295	16.1747791202307	49.7170820957462	3.08455798827102	2.82283694165437	0	11.5580955645269	11.7039658867657	32.0811026162772	25.5404185456544	26.5289068645878	8	0	10.4589148957576	16.7813406431529
hsa-miR-150-5p	8.12160237549739	3.59921131588737	11.3494039716949	0	1.88939392625897	1.95989646241864	0	209.928425569009	326.487475979592	193.791870211983	224.610769862449	0	0	4.04369478005768	2.16161226503244	12.3382319530841	22.582695533235	23.3966834284423	18.4929529032431	0	3.20811026162772	0	3.12104786642209	9	0	4.64840662033671	0
hsa-miR-1285-5p	18.9504055428272	14.3968452635495	17.0241059575423	16.9579055417222	20.7833331888486	21.558861086605	16.0857870162033	5.12020550168315	16.6010581006572	20.1866531470816	5.2235062758709	11.7708194760438	37.0134276028969	14.1529317302019	15.1312858552271	18.5073479296261	14.1141847082719	7.79889447614743	11.5580955645269	16.385552241472	33.685157747091	20.7515900683442	34.331526530643	11	17.3418905520558	16.2694231711785	16.7813406431529
hsa-miR-512-5p	0	0	2.83735099292372	0	0	0	0	312.332535602672	309.886417878934	234.165176506146	454.445046000768	0	2.31333922518106	0	0	3.08455798827102	5.64567388330874	7.79889447614743	4.62323822581077	0	0	0	0	0	0	0	0
hsa-miR-346	13.5360039591623	0	22.6988079433897	0	0	0	0	0	5.5336860335524	4.03733062941631	5.2235062758709	11.7708194760438	6.94001767554317	14.1529317302019	25.9393471803893	3.08455798827102	5.64567388330874	2.59963149204914	6.93485733871616	30.4303113055909	22.456771831394	30.3292470229646	45.2551940631203	19	15.6077014968502	16.2694231711785	22.3751208575372
hsa-miR-3681-5p	48.7296142529843	53.9881697383105	31.2108609221609	2.60890854488034	1.88939392625897	3.91979292483728	1.23736823201564	5.12020550168315	0	8.07466125883262	0	11.7708194760438	30.0734099273537	28.3058634604037	17.2928981202595	0	2.82283694165437	7.79889447614743	2.31161911290539	42.1342771923567	24.0608269622079	11.1739331137238	9.36314359926627	8	8.67094527602789	9.29681324067343	5.5937802143843
hsa-miR-3180-3p	18.9504055428272	7.19842263177474	17.0241059575423	6.52227136220084	17.0045453363307	5.87968938725592	13.611050552172	20.4808220067326	44.2694882684192	28.2613144059142	36.5645439310963	23.5416389520876	18.5067138014485	28.3058634604037	41.0706330356164	15.4227899413551	22.582695533235	25.9963149204914	11.5580955645269	16.385552241472	12.8324410465109	17.5590377501374	10.9236675324773	9	6.93675622082231	10.4589148957576	2.79689010719215
hsa-miR-4792	2.70720079183246	10.7976339476621	5.67470198584743	16.9579055417222	13.2257574838128	23.5187575490237	29.6968375683753	30.7212330100989	83.005290503286	44.4106369235794	73.1290878621926	2.35416389520876	4.62667845036211	6.06554217008652	4.32322453006489	30.8455798827102	47.9882280081243	54.592261333032	46.2323822581077	2.34079317735315	1.60405513081386	1.5962761591034	7.80261966605523	2	1.73418905520558	1.16210165508418	5.5937802143843
hsa-miR-101-5p	32.4864095019895	39.5913244747611	34.0482119150846	1.30445427244017	1.88939392625897	3.91979292483728	3.71210469604692	138.245548545445	149.409522905915	133.231910770738	167.152200827869	21.1874750568788	23.1333922518106	16.1747791202307	15.1312858552271	3.08455798827102	5.64567388330874	5.19926298409829	13.8697146774323	4.6815863547063	12.8324410465109	11.1739331137238	4.68157179963314	5	5.20256716561673	4.64840662033671	2.79689010719215
hsa-miR-24-1-5p	5.41440158366493	10.7976339476621	8.51205297877115	3.91336281732051	5.6681817787769	9.7994823120932	4.94947292806255	0	11.0673720671048	4.03733062941631	15.6705188276127	7.06249168562628	13.8800353510863	6.06554217008652	2.16161226503244	6.16911597654205	16.9370216499262	18.197420444344	16.1813337903377	30.4303113055909	22.456771831394	28.7329708638612	18.7262871985325	22	19.0760796072614	23.2420331016836	27.9689010719215
hsa-miR-3676-5p	10.8288031673299	0	8.51205297877115	48.2648080802862	52.9030299352511	35.2781363235355	43.3078881205473	61.4424660201978	55.336860335524	60.5599594412446	73.1290878621926	9.41665558083504	11.5666961259053	2.02184739002884	6.48483679509733	18.5073479296261	14.1141847082719	25.9963149204914	27.7394293548646	2.34079317735315	3.20811026162772	1.5962761591034	1.56052393321105	3	0	1.16210165508418	0
hsa-miR-3145-3p	10.8288031673299	10.7976339476621	11.3494039716949	6.52227136220084	5.6681817787769	1.95989646241864	2.47473646403128	20.4808220067326	27.668430167762	8.07466125883262	5.2235062758709	7.06249168562628	9.25335690072423	10.1092369501442	8.64644906012977	12.3382319530841	11.2913477666175	7.79889447614743	11.5580955645269	30.4303113055909	54.5378744476712	39.9069039775849	24.9683829313767	17	17.3418905520558	26.7283380669361	11.1875604287686
hsa-miR-378d	18.9504055428272	25.1944792112116	31.2108609221609	9.13117990708118	7.55757570503587	9.7994823120932	3.71210469604692	76.8030825252472	110.673720671048	64.597290070661	88.7996066898053	11.7708194760438	27.7600707021727	28.3058634604037	10.8080613251622	9.25367396481307	16.9370216499262	31.1955779045897	20.8045720161485	11.7039658867657	4.81216539244157	6.38510463641359	10.9236675324773	8	10.4051343312335	4.64840662033671	11.1875604287686
hsa-miR-4636	40.6080118774869	32.3929018429863	42.5602648938557	36.5247196283247	39.6772724514383	39.1979292483728	37.1210469604692	15.3606165050494	5.5336860335524	24.2239837764979	5.2235062758709	9.41665558083504	11.5666961259053	6.06554217008652	10.8080613251622	6.16911597654205	14.1141847082719	7.79889447614743	4.62323822581077	9.3631727094126	9.62433078488315	6.38510463641359	15.6052393321105	7	5.20256716561673	5.81050827542089	8.39067032157645
hsa-miR-488-5p	40.6080118774869	17.9960565794368	17.0241059575423	2.60890854488034	3.77878785251793	0	1.23736823201564	5.12020550168315	11.0673720671048	8.07466125883262	10.4470125517418	35.3124584281314	30.0734099273537	48.5243373606921	38.909020770584	6.16911597654205	0	0	0	35.1118976602972	51.3297641860434	39.9069039775849	31.2104786642209	6	6.93675622082231	8.13471158558925	2.79689010719215
hsa-miR-4517	10.8288031673299	21.5952678953242	19.861456950466	15.653451269282	15.1151514100717	19.5989646241864	9.89894585612511	92.1636990302967	94.0726625703908	72.6719513294936	62.6820753104508	7.06249168562628	18.5067138014485	16.1747791202307	6.48483679509733	9.25367396481307	11.2913477666175	10.3985259681966	20.8045720161485	9.3631727094126	17.6446064389524	11.1739331137238	12.4841914656884	9	5.20256716561673	13.9452198610101	0
hsa-miR-1322	10.8288031673299	17.9960565794368	0	6.52227136220084	1.88939392625897	3.91979292483728	3.71210469604692	51.2020550168315	60.8705463690764	76.7092819589099	67.9055815863217	21.1874750568788	27.7600707021727	8.08738956011535	10.8080613251622	9.25367396481307	8.46851082496311	5.19926298409829	9.24647645162155	37.4526908376504	22.456771831394	14.3664854319306	17.1657632653215	10	13.8735124416446	8.13471158558925	8.39067032157645
hsa-miR-548ar-5p	18.9504055428272	21.5952678953242	14.1867549646186	14.3489969968419	20.7833331888486	17.6390681617678	30.934205800391	35.841438511782	44.2694882684192	40.3733062941631	26.1175313793545	2.35416389520876	13.8800353510863	6.06554217008652	10.8080613251622	3.08455798827102	14.1141847082719	20.7970519363931	18.4929529032431	11.7039658867657	12.8324410465109	3.1925523182068	15.6052393321105	3	5.20256716561673	5.81050827542089	11.1875604287686
hsa-miR-615-5p	0	0	0	1.30445427244017	9.44696963129484	3.91979292483728	0	0	0	4.03733062941631	0	0	0	0	0	12.3382319530841	11.2913477666175	20.7970519363931	4.62323822581077	0	0	0	0	55	69.3675622082231	59.2671844092931	19.5782307503451
hsa-miR-664b-3p	13.5360039591623	10.7976339476621	11.3494039716949	32.6113568110042	24.5621210413666	27.438550473861	33.4089422644222	10.2404110033663	22.1347441342096	44.4106369235794	15.6705188276127	14.1249833712526	6.94001767554317	6.06554217008652	23.7777349153569	0	5.64567388330874	12.9981574602457	11.5580955645269	16.385552241472	8.02027565406929	28.7329708638612	6.24209573284418	6	8.67094527602789	1.16210165508418	13.9844505359608
hsa-miR-5096	10.8288031673299	39.5913244747611	22.6988079433897	16.9579055417222	3.77878785251793	11.7593787745118	4.94947292806255	35.841438511782	27.668430167762	56.5226288118283	94.0231129656762	16.4791472664613	25.4467314769916	20.2184739002884	12.9696735901947	18.5073479296261	11.2913477666175	28.5959464125406	34.6742866935808	14.0447590641189	3.20811026162772	9.57765695462039	4.68157179963314	8	6.93675622082231	1.16210165508418	8.39067032157645
hsa-miR-1243	62.2656182121466	43.1905357906484	42.5602648938557	0	0	0	0	46.0818495151483	44.2694882684192	36.3359756647468	47.0115564828381	25.8958028472964	20.8200530266295	24.2621686803461	32.4241839754866	18.5073479296261	25.4055324748893	18.197420444344	16.1813337903377	11.7039658867657	16.0405513081386	6.38510463641359	9.36314359926627	11	6.93675622082231	3.48630496525254	8.39067032157645
hsa-miR-186-3p	2.70720079183246	10.7976339476621	17.0241059575423	22.1757226314829	3.77878785251793	15.6791716993491	25.9847328723284	35.841438511782	27.668430167762	32.2986450353305	41.7880502069672	9.41665558083504	13.8800353510863	10.1092369501442	12.9696735901947	6.16911597654205	5.64567388330874	5.19926298409829	6.93485733871616	11.7039658867657	17.6446064389524	15.962761591034	14.0447153988994	18	17.3418905520558	8.13471158558925	5.5937802143843
hsa-miR-3943	2.70720079183246	0	2.83735099292372	0	0	0	0	122.884932040396	143.875836872362	141.306572029571	214.163757310707	0	4.62667845036211	4.04369478005768	2.16161226503244	30.8455798827102	42.3425541248156	36.394840888688	55.4788587097293	4.6815863547063	3.20811026162772	7.98138079551699	3.12104786642209	7	5.20256716561673	4.64840662033671	2.79689010719215
hsa-miR-5699	10.8288031673299	17.9960565794368	17.0241059575423	19.5668140866025	24.5621210413666	27.438550473861	19.7978917122502	10.2404110033663	11.0673720671048	16.1493225176652	5.2235062758709	11.7708194760438	20.8200530266295	8.08738956011535	12.9696735901947	9.25367396481307	11.2913477666175	25.9963149204914	11.5580955645269	23.4079317735315	19.2486615697663	12.7702092728272	18.7262871985325	5	12.139323386439	3.48630496525254	8.39067032157645
hsa-miR-3126-5p	5.41440158366493	7.19842263177474	14.1867549646186	5.21781708976068	3.77878785251793	3.91979292483728	3.71210469604692	10.2404110033663	5.5336860335524	28.2613144059142	20.8940251034836	7.06249168562628	6.94001767554317	22.2403212903172	10.8080613251622	18.5073479296261	8.46851082496311	15.5977889522949	18.4929529032431	4.6815863547063	20.8527167005801	11.1739331137238	15.6052393321105	5	6.93675622082231	15.1073215160943	11.1875604287686
hsa-miR-1262	0	3.59921131588737	2.83735099292372	13.0445427244017	22.6727271151076	19.5989646241864	14.8484187841877	0	5.5336860335524	0	5.2235062758709	23.5416389520876	34.7000883777159	32.3495582404614	28.1009594454218	3.08455798827102	8.46851082496311	10.3985259681966	9.24647645162155	7.02237953205945	8.02027565406929	14.3664854319306	17.1657632653215	3	5.20256716561673	3.48630496525254	2.79689010719215
hsa-miR-1255a	32.4864095019895	28.793690527099	31.2108609221609	18.2623598141624	17.0045453363307	17.6390681617678	11.1363140881407	20.4808220067326	49.8031743019716	24.2239837764979	15.6705188276127	11.7708194760438	13.8800353510863	10.1092369501442	17.2928981202595	15.4227899413551	5.64567388330874	23.3966834284423	23.1161911290539	11.7039658867657	12.8324410465109	7.98138079551699	9.36314359926627	1	1.73418905520558	2.32420331016836	13.9844505359608
hsa-miR-1538	8.12160237549739	7.19842263177474	2.83735099292372	9.13117990708118	7.55757570503587	9.7994823120932	13.611050552172	0	5.5336860335524	4.03733062941631	15.6705188276127	21.1874750568788	16.1933745762674	14.1529317302019	15.1312858552271	3.08455798827102	0	5.19926298409829	4.62323822581077	11.7039658867657	19.2486615697663	11.1739331137238	15.6052393321105	8	17.3418905520558	16.2694231711785	25.1720109647294
hsa-miR-503-3p	0	0	0	63.9182593495683	69.9075752715818	48.997411560466	80.4289350810165	10.2404110033663	0	24.2239837764979	5.2235062758709	0	2.31333922518106	0	0	37.0146958592523	14.1141847082719	7.79889447614743	2.31161911290539	0	0	1.5962761591034	1.56052393321105	0	0	0	0
hsa-miR-582-5p	13.5360039591623	21.5952678953242	17.0241059575423	2.60890854488034	1.88939392625897	1.95989646241864	1.23736823201564	25.6010275084157	27.668430167762	12.1119918882489	26.1175313793545	4.70832779041752	4.62667845036211	4.04369478005768	2.16161226503244	43.1838118357943	50.8110649497787	62.3911558091794	80.9066689516885	4.6815863547063	4.81216539244157	15.962761591034	9.36314359926627	5	6.93675622082231	8.13471158558925	8.39067032157645
hsa-miR-770-5p	5.41440158366493	25.1944792112116	5.67470198584743	67.8316221668888	52.9030299352511	76.435962034327	96.5147220972198	0	0	0	0	0	2.31333922518106	4.04369478005768	0	0	0	0	0	7.02237953205945	0	0	0	1	0	1.16210165508418	0
hsa-miR-627	2.70720079183246	32.3929018429863	14.1867549646186	30.0024482661239	24.5621210413666	31.3583433986983	18.5605234802346	35.841438511782	44.2694882684192	20.1866531470816	31.3410376552254	9.41665558083504	4.62667845036211	10.1092369501442	8.64644906012977	12.3382319530841	14.1141847082719	0	9.24647645162155	9.3631727094126	12.8324410465109	7.98138079551699	14.0447153988994	2	3.46837811041115	5.81050827542089	2.79689010719215
